,avg_rating,title,genres,release_year,relevant_tags,relevan_tags
13582,3.642857142857143,Montage,Crime|Mystery|Thriller,2013,"crime, detective, police investigation, murder mystery","crime, detective, police investigation, murder mystery"
13583,3.7083333333333335,Cold Eyes,Action|Crime,2013,"crime, heist, spying, undercover cop","crime, heist, spying, undercover cop"
13584,3.2903225806451615,Cold War,Action|Thriller,2012,"crime, police, police investigation","crime, police, police investigation"
13585,3.2419354838709675,Helpless,Horror|Mystery,2012,mystery,mystery
13586,3.5403225806451615,All Things Must Pass: The Rise and Fall of Tower Records,Documentary,2015,"music business, musicians, music","music business, musicians, music"
13587,3.1588235294117646,Miss You Already,Comedy|Drama|Romance,2015,cancer,cancer
13588,3.047008547008547,Freaks of Nature,Comedy|Horror|Sci-Fi,2015,"alien, aliens, teen movie, teenager, teens, fun movie","alien, aliens, teen movie, teenager, teens, fun movie"
13589,3.638888888888889,Aferim!,Drama,2015,"cinematography, visceral","cinematography, visceral"
13590,3.746153846153846,Suburra,Crime|Drama,2015,"crime, organized crime, violent, violence","crime, organized crime, violent, violence"
13591,3.4311926605504586,The Absent One,Crime|Thriller,2014,"crime, mystery, police investigation, detective, murder mystery","crime, mystery, police investigation, detective, murder mystery"
13592,3.6052072263549415,Trumbo,Drama,2015,"political, true story, oscar","political, true story, oscar"
13593,2.3796296296296298,All Hallows' Eve,Horror,2013,"blood, bloody, gore","blood, bloody, gore"
13594,3.570728291316527,Concussion,Drama,2015,"doctors, true story","doctors, true story"
13595,3.2184466019417477,"Peanuts Movie, The",Adventure|Animation|Children|Comedy,2015,"animated, animation, cartoon, computer animation","animated, animation, cartoon, computer animation"
13596,3.8008565310492504,The Boy and the Beast,Action|Adventure|Animation,2015,"animation, anime, coming of age","animation, anime, coming of age"
13597,3.1144578313253013,Naomi and Ely's No Kiss List,Comedy|Drama|Romance,2015,teen movie,teen movie
13598,3.717488789237668,Dragons: Gift of the Night Fury,Adventure|Animation|Comedy,2011,"animated, animation, cartoon, too short","animated, animation, cartoon, too short"
13599,2.9740259740259742,Cosmic Scrat-tastrophe,Animation|Children|Comedy,2015,"animation, cartoon, too short","animation, cartoon, too short"
13600,3.2036423841059603,Solace,Fantasy|Mystery|Thriller,2015,"serial killer, terminal illness","serial killer, terminal illness"
13601,2.3263157894736843,400 Days,Mystery|Sci-Fi|Thriller,2015,"astronauts, science fiction, space","astronauts, science fiction, space"
13602,3.480392156862745,The Untold History of the United States,Documentary,2013,"educational, factual, politics","educational, factual, politics"
13603,3.594972067039106,A Perfect Day,Comedy|Drama,2015,"united nations, war, war movie","united nations, war, war movie"
13604,3.8911764705882352,Winter on Fire: Ukraine's Fight for Freedom,Documentary,2015,"political, politics","political, politics"
13605,3.7925531914893615,Talvar,Drama|Mystery|Thriller,2015,"crime, imdb top 250, murder, police investigation, detective, murder mystery","crime, imdb top 250, murder, police investigation, detective, murder mystery"
13606,3.4885057471264367,Hitchcock/Truffaut,Documentary,2015,"art, artist","art, artist"
13607,3.6129032258064515,Truman,Comedy|Drama,2015,cancer,cancer
13608,3.3972602739726026,Sanjay's Super Team,Animation,2015,"animation, too short","animation, too short"
13609,2.774390243902439,Fateful Findings,Drama|Fantasy|Thriller,2013,hacking,hacking
13610,3.4909090909090907,The Garden of Sinners - Chapter 1: Thanatos. (Overlooking View),Animation,2007,anime,anime
13611,3.3529411764705883,The Garden of Sinners - Chapter 2: …and nothing heart. (Murder Speculation Part A),Animation,2007,anime,anime
13612,3.4,Truth,Drama,2015,"political, politics","political, politics"
13613,4.070588235294117,"Big Short, The",Drama,2015,"business, narrated, true story","business, narrated, true story"
13614,2.3278508771929824,The Ridiculous 6,Comedy|Western,2015,"stupid, stupidity","stupid, stupidity"
13616,2.7327586206896552,American Hero,Action|Comedy|Sci-Fi,2015,teleportation,teleportation
13617,3.369565217391304,Night Owls,Comedy|Drama,2015,violent,violent
13618,3.227272727272727,The Incident,Sci-Fi,2014,"death, sci-fi, science fiction, scifi","death, sci-fi, science fiction, scifi"
13619,3.3282828282828283,Ghost in the Shell: The New Movie,Animation|Sci-Fi,2015,"anime, cyborgs, future, futuristic, robots, sci fi, sci-fi, scifi, technology","anime, cyborgs, future, futuristic, robots, sci fi, sci-fi, scifi, technology"
13620,4.008210180623974,World of Tomorrow,Animation|Comedy,2015,"animation, clones, future, scifi","animation, clones, future, scifi"
13621,2.271951219512195,Zoolander 2,Comedy,2016,"dumb but funny, stupid, stupidity","dumb but funny, stupid, stupidity"
13622,3.2065124250214225,Daddy's Home,Comedy,2015,funny,funny
13623,2.9554794520547945,Sisters,Children|Comedy,2015,funny,funny
13624,3.5336805555555557,Kung Fu Panda 3,Action|Adventure|Animation,2016,"animated, animation, computer animation","animated, animation, computer animation"
13625,4.75,Another World,Documentary,2014,,None
13626,2.611111111111111,Almost Mercy,Horror,2015,,None
13629,4.0,Spirit of the Marathon,Documentary,2008,,None
13630,3.55,Painted Skin: The Resurrection,Drama|Fantasy,2012,,None
13631,3.5,West,Drama,2013,,None
13632,3.642857142857143,Dragon Nest: Warriors' Dawn,Adventure|Animation|Children|Fantasy,2014,,None
13633,2.4375,Curious George 2: Follow That Monkey!,Animation|Children,2009,,None
13634,3.276315789473684,Death Comes to Pemberley,Drama|Mystery|Romance,2013,,None
13635,3.228896103896104,American Ultra,Action|Comedy|Sci-Fi|Thriller,2015,,None
13636,3.4778481012658227,No Escape,Thriller,2015,,None
13638,3.2,Ruined Heart: Another Love Story Between A Criminal & A Whore,Action|Adventure|Drama,2014,,None
13639,2.0,Dungeons & Dragons: The Book of Vile Darkness,Fantasy,2012,,None
13640,3.2229965156794425,Cop Car,Crime|Thriller,2015,,None
13647,3.0,The Men Next Door,(no genres listed),2012,,None
13649,2.2777777777777777,3-Day Weekend,Drama,2008,,None
13650,3.235294117647059,The Big Gay Musical,Comedy|Drama|Romance,2009,,None
13652,3.25,Boy Crazy,(no genres listed),2009,,None
13653,3.5,A LEGO Brickumentary,Documentary,2015,,None
13654,3.0625,Pasolini,Drama,2015,,None
13655,2.0,Happiness Runs,Drama,2010,,None
13657,2.0,Bermuda Tentacles,Sci-Fi,2014,,None
13659,4.25,Kano,Drama,2014,,None
13660,3.75,Beyond Beauty: Taiwan from Above,Documentary,2013,,None
13661,2.611111111111111,Marco Polo,Adventure|Drama,2007,,None
13662,3.6517543859649124,Tangerine,Comedy|Drama,2015,,None
13663,1.7,Merlin and the War of the Dragons,Fantasy,2008,,None
13664,2.875,Just Peck,Children|Comedy,2009,,None
13665,0.5,Götz von Berlichingen,Adventure,2014,,None
13666,2.1666666666666665,009-1: The End of the Beginning,Action|Sci-Fi,2013,,None
13667,1.8333333333333333,The Legend Of Secret Pass,Animation|Children|Fantasy,2010,,None
13668,1.4166666666666667,Witchville,Action|Fantasy|Sci-Fi|Thriller,2010,,None
13669,2.888888888888889,Dead Before Dawn 3D,Adventure|Comedy|Horror,2012,,None
13670,2.7142857142857144,Avenged,Action|Fantasy|Horror|Thriller,2013,,None
13671,3.472560975609756,Grandma,(no genres listed),2015,,None
13672,3.0,Happiness Is,(no genres listed),2009,,None
13673,3.5588235294117645,In the Crosswind,War,2014,,None
13674,2.3529411764705883,Peter Pan Live,Adventure|Children,2014,,None
13675,3.3636363636363638,21 Years: Richard Linklater,(no genres listed),2014,,None
13676,2.8333333333333335,The Least of These,Documentary|Drama|Thriller,2011,,None
13677,3.375,Thursday Till Sunday,Drama,2012,,None
13678,2.8513513513513513,Barbie Presents: Thumbelina,Animation|Children,2009,,None
13679,2.8703703703703702,Barbie & Her Sisters in A Pony Tale,Animation|Children,2013,,None
13680,3.8125,Doug Stanhope: Oslo - Burning the Bridge to Nowhere,Comedy,2011,,None
13681,3.642857142857143,The Comedians of Comedy: Live at The Troubadour,Comedy|Documentary,2007,,None
13682,2.4444444444444446,One Eyed Girl,Drama|Thriller,2015,,None
13683,2.1666666666666665,Call + Response,(no genres listed),2008,,None
13684,3.5,Tar Creek,(no genres listed),2009,,None
13685,1.625,Time Zero: The Last Year of Polaroid Film,Documentary,2012,,None
13686,3.9,Hank: 5 Years from the Brink,Documentary,2013,,None
13687,3.3333333333333335,Sushi: The Global Catch,Documentary,2012,,None
13688,4.0,Exile Nation: The Plastic People,(no genres listed),2014,,None
13689,3.2413793103448274,The Eichmann Show,Drama,2015,,None
13690,2.25,Off World,Sci-Fi,2013,,None
13691,3.6666666666666665,"Tommy Cooper: Not Like That, Like This",Comedy,2014,,None
13692,3.05,German Angst,Action|Fantasy|Horror|Mystery,2015,,None
13694,3.020661157024793,Just Before I Go,Comedy|Drama,2014,,None
13695,3.2613636363636362,Bessie,Drama,2015,,None
13697,2.7857142857142856,Three Inches,Action|Drama|Sci-Fi,2011,,None
13699,2.86734693877551,Strangerland,Drama|Thriller,2015,,None
13700,2.45,You Don't Choose Your Family,Adventure|Comedy,2011,,None
13702,3.6666666666666665,Just About Famous,(no genres listed),2015,,None
13703,2.1333333333333333,Alien Origin,Fantasy|Sci-Fi|Thriller,2012,,None
13704,3.4375,The Fencer,Drama,2015,,None
13705,3.6666666666666665,The Salt of Life,Comedy,2011,,None
13706,3.2777777777777777,Suzanne,Drama,2013,,None
13708,3.5833333333333335,"On Any Sunday, The Next Chapter",Documentary,2014,,None
13711,3.5833333333333335,Seymour: An Introduction,Documentary,2014,,None
13712,3.25,Starship Rising,Action|Sci-Fi,2014,,None
13713,4.166666666666667,Vazhakku Enn 18/9,Drama,2012,,None
13714,2.7,Morgan,Drama,2012,,None
13715,3.5104166666666665,Detective Byomkesh Bakshy,Crime|Thriller,2015,,None
13718,2.25,The Ministers,Crime|Thriller,2009,,None
13719,2.375,Ma che bella sorpresa,Comedy,2015,,None
13720,3.2857142857142856,Casa Grande,Drama,2014,,None
13721,2.6666666666666665,The Cheating Pact,(no genres listed),2013,,None
13722,1.5,Watch Your Back,Drama,2015,,None
13723,2.8333333333333335,See You Tomorrow,Comedy,2013,,None
13724,3.6451612903225805,What a Beautiful Day,Comedy,2011,,None
13726,2.9782608695652173,Song One,Drama,2014,,None
13728,2.1666666666666665,Magnus,Drama,2007,,None
13729,3.5,Cherry Tobacco,Drama|Romance,2014,,None
13730,2.888888888888889,No Way Jose,Comedy,2015,,None
13731,1.6666666666666667,Paranormal Whacktivity,Comedy|Horror,2013,,None
13732,2.9936708860759493,5 Flights Up,Drama,2014,,None
13733,4.1875,Dirt! The Movie,Documentary,2009,,None
13734,4.0,Just Like Home,Comedy|Drama,2007,,None
13735,3.875,The Listening Project,Documentary,2008,,None
13737,3.526315789473684,Eames: The Architect & The Painter,Documentary,2011,,None
13738,4.25,Circo,Documentary,2011,,None
13739,3.4090074935005354,The Hunger Games: Mockingjay - Part 2,Adventure|Sci-Fi,2015,,None
13740,3.099056603773585,Max,Adventure|Children|Drama,2015,,None
13741,2.96875,Dawg Fight,Documentary,2015,,None
13742,3.2,E-Team,Documentary,2014,,None
13743,3.418918918918919,Madras Cafe,Thriller,2013,,None
13744,3.4047619047619047,On the Way to School,Documentary,2013,,None
13748,3.25,Gogol Bordello Non-Stop,Documentary,2009,,None
13750,3.25,Mariage chez les Bodin's,Comedy,2008,,None
13751,4.184210526315789,Kaaka Muttai,(no genres listed),2015,,None
13752,3.28125,1920,Drama|Horror|Thriller,2008,,None
13754,2.6625,The Echo,Drama|Horror|Mystery|Thriller,2008,,None
13756,2.75,The Widows of Thursdays,Crime|Drama,2009,,None
13757,3.5,Come Dance at My Wedding,Drama,2009,,None
13758,3.2857142857142856,American Translation,Drama,2011,,None
13760,2.1,Grace Stirs Up Success,Children,2015,,None
13761,2.0,Meet the Fokkens,Documentary,2011,,None
13762,3.5576923076923075,Archie's Final Project,Comedy|Drama,2011,,None
13763,3.7666666666666666,Dancing Arabs,Drama,2014,,None
13764,2.8,The Shadow in the North,Adventure|Mystery|Thriller,2008,,None
13765,3.5,Kaminey,Action|Crime|Drama,2009,,None
13770,3.0294117647058822,Like a Dragon,Action|Crime|Drama,2007,,None
13773,2.1666666666666665,Lower Learning,Comedy,2008,,None
13774,1.6481481481481481,Ace Ventura Jr: Pet Detective,Children|Comedy,2009,,None
13775,1.125,American High School,Comedy|Romance,2009,,None
13776,2.375,The Cook,Comedy|Horror,2008,,None
13777,2.380952380952381,The Howling: Reborn,Horror,2011,,None
13778,2.893939393939394,Boogeyman 2,Horror|Thriller,2007,,None
13779,3.024390243902439,Scooby-Doo! and the Samurai Sword,Animation|Children|Comedy,2009,,None
13780,2.926829268292683,Scooby-Doo! Legend of the Phantosaur,Animation|Children|Mystery,2011,,None
13781,2.03125,Scooby-Doo! Adventures: The Mystery Map,Children,2013,,None
13782,2.5869565217391304,Iron Man & Captain America: Heroes United,Action|Adventure|Animation,2014,,None
13783,3.2916666666666665,Ishqiya,Thriller,2010,,None
13784,3.375,Pablo Francisco: They Put it Out There,Comedy,2011,,None
13785,1.5,One Kine Day,Drama,2011,,None
13786,3.1346153846153846,Jeff Dunham: Jeff Dunham's Very Special Christmas Special,Comedy,2008,,None
13787,4.1,Stop the Pounding Heart,Documentary|Drama,2013,,None
13788,1.8,The Amityville Playhouse,(no genres listed),2015,,None
13789,1.6,Gingerdead Man vs. Evil Bong,Comedy|Horror,2013,,None
13790,3.0,Dear Dumb Diary,Children,2013,,None
13791,2.8974358974358974,Pokémon: Arceus and the Jewel of Life,Animation|Children,2009,,None
13792,2.8333333333333335,Back to the Jurassic,Adventure|Animation|Children,2015,,None
13793,2.9107142857142856,Manglehorn,Drama,2014,,None
13794,3.4285714285714284,After the Ball,Comedy,2015,,None
13795,1.5,The Four Warriors,Adventure,2015,,None
13796,5.0,Disciples,Horror,2014,,None
13797,2.710526315789474,The Devil's Hand,Horror|Thriller,2014,,None
13798,2.5,The Dead Inside,Action|Horror|Sci-Fi,2013,,None
13799,3.5,The Last Time You Had Fun,Comedy|Drama,2015,,None
13800,1.0,Un'estate al mare,(no genres listed),2008,,None
13803,3.217391304347826,Champs,Documentary,2015,,None
13804,1.8181818181818181,Christian Mingle,(no genres listed),2014,,None
13805,2.1666666666666665,Zombie Resurrection,Horror,2014,,None
13806,5.0,The Historian,Drama,2014,,None
13807,4.75,Natarang,(no genres listed),2010,,None
13808,3.5,Taryanche Bait,(no genres listed),2011,,None
13809,3.75,Strange Powers: Stephin Merritt and the Magnetic Fields,Documentary,2011,,None
13810,1.5,Bordering on Bad Behavior,Action|Comedy,2015,,None
13811,3.1320754716981134,Gemma Bovery,Comedy|Drama|Romance,2014,,None
13812,1.0,Morning Star,Action|Adventure|Fantasy,2014,,None
13813,2.3333333333333335,88,Action|Thriller,2015,,None
13816,2.5,Deadly Daycare,Action|Drama,2014,,None
13817,4.5,A Nanny's Revenge,Drama|Thriller,2012,,None
13819,3.5,Lucky Miles,Action|Comedy,2007,,None
13821,5.0,Blue Ridge,(no genres listed),2012,,None
13822,3.0,Ultrasonic,Drama|Thriller,2012,,None
13823,3.75,Blumenthal,Comedy,2013,,None
13825,3.0625,U Want Me 2 Kill Him?,Drama|Thriller,2014,,None
13826,4.071428571428571,The Fort,Comedy|Drama,2014,,None
13827,5.0,3 of a Kind,(no genres listed),2012,,None
13828,4.1,In Lieu of Flowers,Comedy|Drama|Romance,2013,,None
13829,1.0,"Inara, the Jungle Girl",Adventure,2012,,None
13830,3.2222222222222223,TalhotBlond,Drama,2012,,None
13831,4.0,All Together Now,(no genres listed),2013,,None
13832,2.9642857142857144,16-love,Children|Comedy|Drama|Romance,2012,,None
13833,2.75,El truco del manco,Drama,2008,,None
13834,2.78,The Last Survivors,Action|Thriller,2014,,None
13836,2.904225352112676,Magic Mike XXL,Comedy|Drama,2015,,None
13837,3.0,Vacation!,Comedy|Crime,2010,,None
13838,5.0,The Worst Year of My Life,(no genres listed),2015,,None
13839,2.45,An American Terror,Drama|Horror,2013,,None
13840,3.1666666666666665,Bitter / Sweet,Comedy|Drama|Romance,2009,,None
13841,5.0,5 Hour Friends,(no genres listed),2014,,None
13843,3.0,Sugar,Drama,2013,,None
13845,4.0,A Perfect Life,Thriller,2011,,None
13847,2.5,Funkytown,Drama,2011,,None
13848,2.75,New Year,(no genres listed),2011,,None
13850,2.5,Pulsar,Drama|Mystery|Romance|Thriller,2011,,None
13851,2.0,Children of the Grave,Documentary,2007,,None
13852,3.0,Random Encounters,Comedy,2013,,None
13854,3.375,All Eyes And Ears,(no genres listed),2015,,None
13855,3.0555555555555554,Augustine,Drama,2012,,None
13856,2.357142857142857,Bar Sport,Children|Comedy,2011,,None
13857,2.5,Women Vs Men,Comedy,2011,,None
13858,3.0,The Father and the Foreigner,(no genres listed),2010,,None
13859,1.0,La bella società,Drama,2009,,None
13860,3.3,La peggior settimana della mia vita,Comedy,2011,,None
13861,3.0,Scattered Cloud,(no genres listed),2011,,None
13862,3.090909090909091,A Quiet Life,Drama,2010,,None
13863,2.625,Cha cha cha,Crime|Drama,2013,,None
13864,2.6666666666666665,La gente che sta bene,Comedy,2014,,None
13865,3.5,As Melhores Coisas do Mundo,Comedy,2010,,None
13866,2.1666666666666665,Noi credevamo,(no genres listed),2010,,None
13868,3.25,Just a Father,(no genres listed),2008,,None
13869,3.357142857142857,Scialla!,Comedy,2011,,None
13870,3.75,After Death,Comedy|Drama|Mystery|Sci-Fi,2012,,None
13871,5.0,The Human Trace,Thriller,2008,,None
13872,2.4,Find Me,Horror,2014,,None
13874,1.6666666666666667,Embrace of the Vampire,Horror,2013,,None
13875,3.3333333333333335,Hannah's Law,Western,2012,,None
13877,2.8,Basilicata Coast to Coast,Comedy|Drama,2010,,None
13878,1.9,Control Alt Delete,Comedy|Drama,2008,,None
13879,2.375,Get Lucky,Action,2013,,None
13880,5.0,As Night Comes,Crime|Drama,2014,,None
13881,1.75,Complicity,Drama|Thriller,2013,,None
13882,0.75,National Lampoon Presents: Surf Party,Comedy,2013,,None
13883,3.142857142857143,Duska,Drama,2007,,None
13884,5.0,A Love Affair of Sorts,Drama|Romance,2011,,None
13887,3.75,Beauty and the Least,Drama|Romance,2012,,None
13888,3.0,"One, Two, Many",Comedy,2008,,None
13890,1.8125,"Och, Karol 2",Comedy|Romance,2011,,None
13892,3.85,Requiem For The Big East,Documentary,2014,,None
13894,3.4126984126984126,Tanu Weds Manu Returns,Comedy|Romance,2015,,None
13895,2.8333333333333335,Poker Run,Action|Thriller,2009,,None
13896,1.5,ReVamped,Action|Horror|Thriller,2007,,None
13898,2.5,Black Ribbon,Horror|Mystery|Thriller,2007,,None
13900,2.9285714285714284,Exte: Hair Extensions,Horror,2007,,None
13902,3.8333333333333335,La Fleur de l'âge,Comedy,2013,,None
13903,3.0,I Am Steve McQueen,Documentary,2014,,None
13904,3.4473684210526314,Pantani: The Accidental Death of a Cyclist,Documentary,2014,,None
13905,3.3214285714285716,Learning to Drive,Comedy|Drama|Romance,2014,,None
13906,3.0,Spaghetti Story,Comedy,2013,,None
13907,3.642857142857143,Kattradhu Thamizh,Drama,2007,,None
13908,3.0625,The Sleepwalker,Drama,2014,,None
13909,1.5,Ghost Image,Thriller,2007,,None
13910,3.0,Nowhere to Hide,Thriller,2009,,None
13911,2.1875,Lavalantula,Horror|Sci-Fi,2015,,None
13912,2.15,The Phoenix Project,Drama|Sci-Fi,2015,,None
13914,3.1384615384615384,Chevalier,(no genres listed),2015,,None
13916,3.0,Generazione 1000 euro,Comedy,2009,,None
13917,2.84375,Always Watching: A Marble Hornets Story,Horror,2015,,None
13918,5.0,Sam Steele and the Junior Detective Agency,(no genres listed),2011,,None
13919,2.8333333333333335,Intrepido: A Lonely Hero,Comedy,2013,,None
13920,3.0,A Killer Among Us,Crime|Thriller,2012,,None
13921,2.4285714285714284,The Runner,Drama,2015,,None
13922,4.5,Journey to Planet X,Documentary,2012,,None
13923,3.75,Milk?,Documentary,2012,,None
13924,4.5,"Mary Is Happy, Mary Is Happy",Drama,2013,,None
13925,3.875,The Orator,(no genres listed),2011,,None
13926,2.75,Yuma,(no genres listed),2012,,None
13927,3.402173913043478,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,Comedy,2009,,None
13933,2.0,Divina Confusión,Comedy|Drama|Romance,2008,,None
13935,2.6666666666666665,Get Smart's Bruce and Lloyd Out of Control,Action|Comedy,2008,,None
13936,2.9615384615384617,"Chronic-Con, Episode 420: A New Dope",Comedy|Documentary,2015,,None
13937,2.706140350877193,Air,Sci-Fi|Thriller,2015,"future, futuristic, sci fi, sci-fi, science fiction, scifi","future, futuristic, sci fi, sci-fi, science fiction, scifi"
13938,3.506849315068493,Theeb,Adventure|Drama|Thriller,2014,"cinematography, coming of age","cinematography, coming of age"
13939,3.154377880184332,Equals,Drama|Sci-Fi,2015,"future, futuristic, sci fi, sci-fi, science fiction, scifi","future, futuristic, sci fi, sci-fi, science fiction, scifi"
13940,2.9864864864864864,Star Trek: Renegades,Action|Adventure|Sci-Fi,2015,"sci fi, sci-fi, scifi, space","sci fi, sci-fi, scifi, space"
13942,2.69811320754717,Shut In,Drama|Horror|Thriller,2015,violence,violence
13943,2.4384615384615387,Minutemen,Adventure|Children|Comedy|Sci-Fi,2008,"fun movie, teen, teen movie, teens","fun movie, teen, teen movie, teens"
13944,3.358695652173913,The Tower,Action|Drama,2012,fun movie,fun movie
13945,3.2699386503067487,The 33,Drama,2015,"true story, mining","true story, mining"
13946,2.9098360655737703,The Falling,Drama|Thriller,2015,boarding school,boarding school
13947,3.1414473684210527,Heist,Action|Thriller,2015,"crime, heist, hostage","crime, heist, hostage"
13948,2.7966101694915255,Entertainment,Comedy|Drama,2015,insanity,insanity
13949,2.8622047244094486,Chi-Raq,Comedy|Drama,2015,violence,violence
13950,3.1,Made in Hungaria,Comedy|Romance,2009,,None
13951,3.75,Ghadi,Children|Comedy|Drama,2013,,None
13952,3.125,Twelve in a Box,Thriller,2007,,None
13953,3.0,Carl Panzram: The Spirit of Hatred and Revenge,(no genres listed),2012,,None
13955,3.25,Houston,(no genres listed),2013,,None
13956,3.0,How to Follow Strangers,Drama|Romance,2013,,None
13957,3.2916666666666665,Smart Ass,Comedy|Drama,2014,,None
13958,4.125,Modern Life,Documentary,2008,,None
13959,3.382978723404255,13 Minutes,Drama,2015,,None
13960,2.9285714285714284,Toute première fois,Comedy,2015,,None
13961,2.8636363636363638,Every Secret Thing,Crime|Drama|Mystery|Thriller,2014,,None
13962,3.075,Inner Demons,Horror|Thriller,2014,,None
13963,2.5,Women Who Flirt,Comedy|Romance,2014,,None
13965,2.857142857142857,Butterfly,Comedy|Drama|Romance,2015,,None
13966,3.611111111111111,Scusate se esisto!,Comedy|Romance,2014,,None
13967,3.2777777777777777,Match,Comedy|Drama,2014,,None
13968,2.5833333333333335,Clandestinos,Drama,2008,,None
13969,3.5,The Past is a Grotesque Animal,Documentary,2014,,None
13970,2.857142857142857,Do Lado de Fora,Comedy,2014,,None
13971,3.596774193548387,4 Moons,Drama,2014,,None
13972,2.9545454545454546,Fashion Victims,Comedy,2007,,None
13973,2.85,I Am Happiness on Earth,Drama,2014,,None
13975,2.5,Summer Nights,Comedy,2014,,None
13976,2.6,Holiday,Drama,2014,,None
13977,2.2,Treasure Guards,Adventure,2011,,None
13978,3.25,Shut Up Little Man! An Audio Misadventure,Comedy|Documentary,2011,,None
13982,3.0,Taras Bulba,Action|Drama|War,2009,,None
13983,3.519230769230769,The PyraMMMid,Crime|Drama,2011,,None
13984,2.625,Google Me,Documentary,2008,,None
13985,4.078947368421052,Next Goal Wins,Documentary,2014,,None
13986,2.3823529411764706,Amnesiac,Drama|Horror|Mystery,2015,,None
13987,0.5,Deck the Halls,Drama|Mystery,2011,,None
13988,3.25,One. Two. One,(no genres listed),2011,,None
13989,2.75,Cure: The Life of Another,Mystery|Thriller|War,2014,,None
13990,2.5,Library Wars,Action|Drama|Fantasy,2013,,None
13992,2.9,Sholem Aleichem: Laughing In The Darkness,Documentary,2012,,None
13993,4.0,Broadway Musicals: A Jewish Legacy,Documentary,2013,,None
13994,4.125,The Fall of the Essex Boys,Crime,2012,,None
13995,3.3,Three Miles North of Molkom,Documentary,2008,,None
13996,3.25,4 Minute Mile,Drama,2014,,None
13997,4.0,Industrial Soundtrack for the Urban Decay,Documentary,2015,,None
13998,3.5,California City,Documentary,2014,,None
13999,3.25,Journey To Space,Documentary,2015,,None
14000,3.707792207792208,Fly Away Solo,Drama,2015,,None
14001,2.625,Homies,Comedy,2015,,None
14002,3.3636363636363638,The Divine Weapon,Action|Adventure|Drama,2008,,None
14004,3.2916666666666665,Being Evel,Documentary,2015,,None
14005,3.4444444444444446,The Courageous Heart of Irena Sendler,Drama|War,2009,,None
14006,4.125,Losers Take All,Comedy,2013,,None
14009,3.25,Go Away Mr. Tumor,(no genres listed),2015,,None
14010,2.6875,Brothers,Action|Children|Drama,2015,,None
14013,3.9166666666666665,Dave Attell: Road Work,Comedy,2014,,None
14014,1.865546218487395,Guardians,(no genres listed),2016,,None
14015,2.75,After the Wizard,Children|Fantasy,2012,,None
14016,2.6666666666666665,Against the Wild,Adventure|Children,2014,,None
14019,3.375,Captive,Drama|Thriller,2012,,None
14020,2.75,Petunia,Comedy|Drama,2013,,None
14021,2.75,Pregnancy Pact,Drama,2010,,None
14023,2.25,Stuntmen,Comedy,2009,,None
14024,3.8275862068965516,Demetri Martin: Live (At The Time),Comedy,2015,,None
14029,2.75,"Rock, Paper, Scissors",Drama,2012,,None
14030,2.1,Street Kings 2: Motor City,Crime|Drama|Thriller,2011,,None
14031,3.3125,Tapped Out,Action|Drama,2014,,None
14032,2.0,The Three Investigators and the Secret of Terror Castle,Adventure|Children|Mystery,2009,,None
14033,2.6666666666666665,Tio Papi,Children|Comedy|Drama,2013,,None
14034,2.5,Breaking at the Edge,Horror|Thriller,2013,,None
14035,3.9,The Spiderwebhouse,(no genres listed),2015,,None
14038,2.78125,Chop,Comedy|Horror|Thriller,2011,,None
14039,2.5833333333333335,"Hard Revenge, Milly: Bloody Battle",Action|Drama|Sci-Fi,2009,,None
14040,2.7857142857142856,"Hard Revenge, Milly",Action|Horror|Thriller,2008,,None
14042,2.7,Sugarhouse,Drama|Thriller,2007,,None
14043,3.357142857142857,True Skin,(no genres listed),2012,,None
14044,3.372340425531915,Kill Your Friends,Comedy|Crime|Thriller,2015,,None
14045,3.1945244956772334,Scouts Guide to the Zombie Apocalypse,Action|Comedy|Horror,2015,,None
14046,3.0833333333333335,Sexy Evil Genius,Comedy|Drama|Mystery|Thriller,2013,,None
14047,3.125,Joker Game,Thriller,2015,,None
14048,3.3333333333333335,Guidance,Comedy,2014,,None
14050,3.65748031496063,Sweet Red Bean Paste,Drama,2015,,None
14051,4.125,My Friend Victoria,Drama,2014,,None
14052,4.5,Dégradé,(no genres listed),2015,,None
14053,3.5,War,Drama,2014,,None
14054,3.111111111111111,Flowers,Drama,2014,,None
14055,2.625,Stand,(no genres listed),2014,,None
14056,3.4285714285714284,The Marquis,Comedy,2011,,None
14059,3.232142857142857,Clannad: The Motion Picture,Animation|Drama,2007,,None
14060,3.6785714285714284,Vanishing of the Bees,Documentary,2009,,None
14061,4.0,Rising from Ashes,(no genres listed),2013,,None
14062,2.5,Extinction: The G.M.O. Chronicles,Drama|Horror,2011,,None
14063,2.5,The New Black,Documentary,2014,,None
14064,3.85,Keep On Keepin’ On,Documentary,2014,,None
14065,3.125,The 50 Year Argument,(no genres listed),2014,,None
14066,1.25,From a Place of Darkness,Drama|Horror|Thriller,2008,,None
14067,5.0,Lost Rivers,Documentary,2013,,None
14068,3.625,The High Sun,Drama,2015,,None
14069,3.625,Blades of Blood,Action|Drama,2010,,None
14070,3.5,Memory Vague,(no genres listed),2009,,None
14071,3.1666666666666665,Young Girls in Black,Drama,2010,,None
14072,3.0,HK: Forbidden Super Hero,Action|Comedy,2013,,None
14073,3.5,Lollipop Monster,Drama,2011,,None
